Engine RPM(rpm),Horsepower (At the wheels)(hp),Miles Per Gallon(Instant)(mpg),Litres Per 100 Kilometer(Instant)(l/100km)
1257.0,-,13.73,20.58
1256.5,-,17.95,15.74
1252.0,-,18.03,15.66
1273.0,6.37,18.66,15.13
1288.5,6.37,17.38,16.25
1300.25,6.12,16.58,17.04
1302.0,6.12,21.23,13.3
1300.25,6.12,21.88,12.91
1287.5,-,22.45,12.58
1291.5,-,18.94,14.91
1300.0,6.52,21.02,13.44
1302.0,6.52,22.14,12.76
1283.25,6.52,21.86,12.92
1270.5,-,21.53,13.12
1280.0,-,21.49,13.14
1262.75,-,13.77,20.51
1252.75,-,19.21,14.71
1233.25,-,19.79,14.28
1226.25,-,21.69,13.02
1210.0,-,14.13,20
1176.75,-,13.37,21.13
1145.5,-,13.5,20.93
1126.5,-,13.57,20.82
1090.75,-,13.49,20.94
1102.5,-,13.41,21.06
1082.5,-,18.51,15.26
1090.25,-,20.3,13.91
1087.5,-,20.34,13.89
1096.75,5.48,19.04,14.84
1100.0,5.48,19.48,14.5
1053.5,5.48,21.47,13.16
993.0,5.48,22.04,12.82
971.75,-,21.99,12.85
955.0,-,22.12,12.77
988.0,-,16.7,16.92
969.25,-,17.77,15.9
989.0,4.87,19.03,14.84
979.75,4.87,19.73,14.32
953.75,4.87,22.75,12.42
945.75,4.87,15.99,17.67
945.25,-,18.01,15.69
846.25,-,21.52,13.13
843.0,-,21.6,13.08
781.25,-,21.18,13.34
867.0,-,20.14,14.02
860.0,-,19.46,14.52
867.0,-,16.29,17.35
874.0,-,13.6,20.76
926.5,-,12.32,22.94
1054.75,-,10.1,27.98
982.25,-,12.01,23.52
853.25,-,11.99,23.56
873.75,-,10.2,27.68
857.0,-,9.59,29.46
913.0,-,9.28,30.46
1277.75,-,5.6,50.49
1136.0,1.77,8.19,34.48
832.75,1.99,9.03,31.28
965.25,1.99,8.09,34.94
862.0,1.99,9.33,30.28
871.25,-,8.71,32.45
866.75,-,8.75,32.29
801.0,-,7.87,35.88
1028.5,5.67,4.48,63.04
903.0,5.67,5.8,48.68
1038.25,8.09,7.74,36.47
1064.0,8.09,8.34,33.86
1046.75,2.61,9.3,30.39
1134.25,2.59,8.38,33.71
1189.5,2.59,6.52,43.35
1261.5,2.72,6.16,45.83
1448.0,13.46,6.11,46.22
1029.75,3.3,12.09,23.36
1046.5,3.3,14.37,19.66
1049.25,3.3,14.47,19.53
1044.25,-,14.26,19.81
1008.75,-,12.01,23.51
1001.0,-,15.18,18.61
975.0,-,15.22,18.56
970.5,-,11.74,24.06
1043.25,-,10.2,27.69
1093.25,6.61,8.63,32.75
1204.0,10.96,9.18,30.76
1234.75,7.79,12.32,22.94
1006.0,7.79,13.95,20.24
1065.0,7.79,12.54,22.53
1083.75,7.84,14.34,19.7
1085.75,7.84,16.98,16.63
1096.0,4.49,14.25,19.83
1125.0,4.62,14.0,20.17
1109.75,4.62,17.41,16.23
1102.0,4.62,18.4,15.35
1072.25,-,17.79,15.88
1093.75,-,13.94,20.26
1097.0,-,15.8,17.88
1077.5,-,15.66,18.04
1082.25,-,17.89,15.79
1065.0,-,15.76,17.93
1108.75,8.47,13.68,20.65
1123.0,8.47,16.37,17.26
1125.5,8.47,16.49,17.13
1090.75,-,18.25,15.48
1070.75,-,18.3,15.43
1064.5,-,17.82,15.85
1071.75,-,12.05,23.44
1126.5,8.49,11.45,24.68
1143.75,4.91,13.0,21.73
1174.25,4.25,14.42,19.59
1170.0,4.25,15.39,18.36
1148.25,4.25,16.94,16.68
1141.0,4.25,17.27,16.36
1146.5,-,16.86,16.75
1165.5,4.25,16.46,17.16
1167.75,4.25,13.26,21.3
1209.5,4.6,13.9,20.32
1219.75,5,15.54,18.18
1255.5,5,10.56,26.75
1277.25,9.89,11.74,24.07
1310.5,5.06,13.8,20.47
1327.5,5.06,14.59,19.36
1314.0,5.06,17.38,16.25
1299.25,5.06,15.15,18.65
1319.0,5.36,13.98,20.21
1355.0,4.67,14.57,19.39
1346.5,4.67,16.74,16.88
1308.0,4.67,18.15,15.56
1302.5,4.67,17.09,16.53
1324.5,-,13.78,20.5
1336.0,10.98,16.23,17.41
1332.25,10.98,17.99,15.7
1334.25,5.17,16.78,16.84
1344.25,5.17,16.49,17.13
1360.5,5.17,15.91,17.75
1363.5,5.61,16.25,17.38
1367.5,5.61,16.54,17.08
1376.75,5.61,14.59,19.36
1406.0,6.1,13.44,21.02
1449.5,5.54,13.65,20.7
1463.0,6.58,15.12,18.68
1454.5,6.58,17.54,16.1
1465.25,6.58,12.33,22.91
1464.5,6.58,15.11,18.7
1388.5,-,18.93,14.92
1368.25,-,19.4,14.56
1288.0,-,19.6,14.41
1254.75,-,19.07,14.81
1247.0,-,16.04,17.62
1245.75,-,14.1,20.04
1220.5,-,17.36,16.27
1224.25,-,17.83,15.84
1170.0,-,19.03,14.84
1127.25,-,18.16,15.56
1133.5,-,17.44,16.2
1176.25,-,12.84,22.01
1221.75,14.04,9.09,31.09
1305.25,16.24,8.54,33.09
1376.0,10.6,8.35,33.85
1428.5,10.6,10.17,27.77
1419.75,11.73,13.14,21.5
1400.0,11.73,17.51,16.14
1352.25,11.73,17.65,16.01
1314.75,-,18.71,15.1
1225.75,-,18.75,15.06
1088.75,-,18.68,15.12
1052.5,-,18.04,15.66
1007.25,-,18.1,15.6
1009.5,-,16.49,17.13
983.5,-,17.41,16.23
943.25,-,17.91,15.77
925.5,-,18.19,15.53
927.0,-,11.52,24.52
986.5,7.33,10.59,26.67
1034.5,12.75,9.97,28.34
1126.75,13.11,9.74,28.99
1181.25,13.11,8.92,31.68
1286.75,17.44,8.77,32.22
1387.5,15.58,7.99,35.38
1421.25,17.58,11.06,25.54
1159.75,17.58,15.11,18.69
1181.25,17.58,13.74,20.55
1182.0,5.26,16.51,17.11
1190.75,5.26,16.76,16.86
1220.5,5.67,13.17,21.46
1241.75,13.31,11.77,24
1276.0,6.73,11.88,23.78
1295.75,5.82,14.86,19.01
1301.25,5.82,15.54,18.18
1324.5,5.82,15.39,18.36
1338.5,7.03,16.09,17.56
1360.0,6.39,15.5,18.23
1373.5,6.46,15.81,17.87
1379.75,6.46,17.53,16.11
1350.5,6.46,20.93,13.5
1323.5,6.46,21.55,13.11
1331.5,-,19.25,14.67
1350.0,-,14.8,19.09
1351.25,6.3,15.66,18.04
1356.25,6.3,17.35,16.28
1357.25,6.3,19.64,14.38
1365.0,-,19.33,14.61
1366.0,-,18.82,15.01
1381.75,6.87,12.87,21.95
1380.75,7.39,13.88,20.35
1381.5,7.39,13.39,21.1
1360.25,7.39,16.8,16.81
1322.25,-,17.43,16.2
1303.25,-,11.64,24.27
1298.25,-,14.09,20.05
1292.0,-,14.83,19.05
1275.5,-,15.85,17.82
1265.5,-,12.16,23.23
1265.25,-,11.08,25.49
1269.5,-,12.56,22.5
1264.25,6.02,12.86,21.96
1264.5,6.02,13.41,21.06
1265.25,6.02,14.97,18.87
1262.5,6.02,15.03,18.79
1268.5,-,14.9,18.95
1279.25,6.73,11.89,23.76
1295.25,6.86,11.68,24.19
1314.0,6.86,14.28,19.78
1316.75,6.86,17.34,16.29
1307.75,-,18.98,14.89
1307.25,-,20.07,14.08
1290.75,-,21.77,12.97
1303.75,-,22.62,12.49
1273.0,-,18.26,15.47
1291.25,-,16.73,16.88
1297.25,-,14.02,20.15
1333.5,14.05,16.37,17.26
1338.5,14.05,20.74,13.62
1364.5,14.05,19.71,14.33
1342.25,-,20.71,13.64
1336.25,-,21.78,12.97
1339.5,4.93,22.23,12.71
1319.75,4.93,22.41,12.61
1300.0,4.93,22.61,12.49
1237.75,4.93,22.81,12.38
1227.25,-,22.33,12.65
1224.5,-,21.92,12.89
1229.75,-,22.28,12.68
1238.0,7.09,19.64,14.38
1242.75,7.09,20.34,13.89
1327.5,6.36,19.38,14.58
1318.5,13.18,13.7,20.62
1348.25,13.18,13.6,20.77
1366.25,14.63,13.12,21.53
1390.0,14.63,14.0,20.18
1388.75,14.63,18.35,15.4
1376.25,-,19.58,14.43
1382.75,-,19.41,14.55
1394.75,-,17.11,16.51
1400.75,6.61,16.95,16.66
1411.5,6.61,17.21,16.41
1405.25,6.61,19.06,14.82
1396.75,-,20.86,13.54
1371.5,-,22.49,12.56
1356.75,-,22.02,12.83
1354.25,-,22.45,12.58
1336.0,-,22.34,12.65
1332.25,-,20.88,13.53
1320.0,-,18.87,14.97
1316.0,-,18.83,15
1319.0,-,19.95,14.16
1302.5,-,21.3,13.26
1281.75,-,21.77,12.97
1286.0,-,21.72,13.01
1295.5,-,17.45,16.19
1305.25,6.13,15.96,17.7
1300.25,6.13,17.79,15.88
1296.5,6.13,16.55,17.06
1301.25,-,11.13,25.39
1322.25,6.59,12.22,23.12
1311.25,6.59,11.69,24.16
1320.5,6.59,11.09,25.48
1321.5,5.97,10.27,27.49
1340.5,5.97,10.2,27.71
1350.25,6.77,10.1,27.98
1361.75,6.77,11.45,24.68
1367.75,6.77,10.28,27.49
1367.75,6.82,11.48,24.61
1359.75,6.82,15.06,18.75
1357.0,6.82,11.98,23.58
1359.5,-,13.57,20.81
1332.25,-,19.68,14.35
1301.75,-,19.71,14.33
1288.25,-,20.14,14.03
1277.75,-,20.29,13.92
1278.25,-,20.41,13.84
1249.0,-,20.52,13.77
1240.75,-,21.0,13.45
1260.25,-,21.55,13.11
1267.75,-,13.82,20.44
1278.75,-,16.71,16.9
1268.25,6.05,19.53,14.46
1256.75,6.05,22.33,12.65
1217.25,6.05,22.49,12.56
1185.75,-,22.4,12.61
835.0,-,29.37,9.62
859.5,-,26.46,10.67
868.0,-,26.02,10.86
858.75,-,21.09,13.39
881.75,-,16.29,17.35
864.75,-,12.53,22.55
862.75,-,10.76,26.25
873.75,-,9.5,29.75
871.5,-,8.33,33.9
873.25,-,7.52,37.58
873.5,-,6.92,40.8
876.75,-,5.11,55.23
869.0,-,3.81,74.19
817.5,-,2.73,103.61
810.0,-,2.67,105.62
768.75,-,0.72,392.87
1314.5,5.35,14.82,19.06
1343.0,10.99,14.17,19.93
1371.0,5.62,15.99,17.66
1381.5,5.62,16.89,16.72
1388.25,5.62,16.97,16.65
1400.75,5.81,17.09,16.53
1421.25,5.81,15.61,18.1
1438.75,5.54,12.48,22.64
1488.75,11.55,13.42,21.05
1462.5,11.55,15.76,17.92
1475.0,11.55,17.27,16.36
1449.5,-,15.69,18.01
1494.5,-,13.89,20.34
1508.5,12.5,15.44,18.3
1526.0,12.5,16.16,17.48
1527.75,12.5,16.52,17.1
1478.25,-,17.27,16.36
1528.0,-,17.86,15.82
1465.0,-,17.82,15.85
1486.25,-,17.75,15.92
1479.25,-,17.17,16.45
1478.75,-,16.99,16.63
1479.5,-,17.26,16.37
1457.25,-,17.73,15.94
1434.5,-,17.59,16.06
1430.25,-,17.57,16.08
1426.25,-,18.18,15.54
1405.5,-,18.18,15.54
1438.75,-,14.26,19.81
1468.5,5.56,14.37,19.66
1450.75,5.99,14.79,19.1
1464.75,5.99,17.52,16.13
1532.25,5.99,10.46,27
1215.5,-,13.17,21.46
1241.25,6.12,14.78,19.11
1253.0,5.48,15.62,18.09
1259.5,5.48,17.5,16.15
1271.0,5.48,17.9,15.78
1241.75,6.38,20.03,14.1
1260.25,6.38,21.4,13.2
1253.75,6.38,21.43,13.18
1231.75,-,21.07,13.41
1201.75,-,22.28,12.68
1203.25,-,14.69,19.22
1222.5,-,15.07,18.75
1188.75,-,20.69,13.65
1193.5,-,20.9,13.51
1189.75,-,17.94,15.75
1186.5,-,15.86,17.81
1223.5,6.1,15.6,18.11
1243.25,6.1,16.95,16.66
1260.75,5.89,16.72,16.9
1268.25,6.03,16.38,17.24
1288.0,6.03,16.73,16.88
1292.0,6.03,16.62,16.99
1299.75,-,16.2,17.44
1304.0,6.14,16.92,16.69
1302.0,6.14,17.22,16.4
1323.75,13.23,12.44,22.71
1345.5,13.23,10.78,26.2
1346.0,6.39,14.76,19.14
1303.0,6.39,18.15,15.57
1327.75,6.39,18.73,15.08
1318.0,-,16.31,17.32
1309.0,-,18.6,15.19
1331.25,-,18.13,15.58
1355.0,6.04,16.33,17.3
1368.25,6.15,17.4,16.23
1384.0,6.99,17.71,15.95
1395.75,6.99,19.24,14.68
1389.5,6.99,20.77,13.6
1371.75,6.99,21.77,12.98
1377.0,-,20.53,13.76
1359.75,-,19.92,14.18
1334.75,-,21.83,12.94
1326.0,-,17.72,15.95
905.25,-,22.69,12.45
1282.5,-,19.68,14.35
1269.5,-,17.9,15.78
1303.25,6.13,11.68,24.19
1329.75,6.13,17.84,15.83
1312.0,6.13,13.21,21.39
1331.0,6.62,14.15,19.97
1353.0,7.15,15.32,18.44
1363.5,7.29,15.29,18.48
1393.75,7.29,15.17,18.63
1410.75,6.99,15.69,18.01
1401.0,6.99,19.4,14.56
1379.0,6.99,14.82,19.06
1354.5,6.99,18.45,15.31
1344.75,-,22.04,12.82
1314.0,-,21.49,13.14
1314.25,-,19.14,14.76
1311.25,-,20.01,14.12
1285.25,-,19.93,14.17
1278.75,-,15.5,18.22
1219.25,-,15.99,17.66
1246.5,6.23,16.68,16.94
1247.75,6.23,16.45,17.18
1269.0,6.23,15.88,17.79
1294.75,6.03,15.64,18.07
1310.0,6.51,15.5,18.22
1333.5,6.61,15.34,18.42
1360.75,6.61,17.17,16.45
1356.25,5.72,19.08,14.8
1361.5,5.72,18.18,15.54
1380.75,6.88,16.92,16.69
1383.75,6.88,18.36,15.38
1391.5,7.33,17.76,15.9
1378.25,7.33,20.34,13.89
1364.25,7.33,13.66,20.68
1326.75,-,19.06,14.82
1317.25,-,21.67,13.03
1314.5,-,21.66,13.04
1314.75,-,18.83,15
1285.0,-,17.75,15.92
1285.5,-,16.85,16.76
1309.5,6.35,18.39,15.36
1299.75,6.35,12.89,21.92
1294.0,6.5,14.8,19.08
1303.25,6.5,15.24,18.53
1322.5,6.5,14.8,19.09
1331.25,6.24,16.81,16.8
1322.0,6.24,21.08,13.4
1309.5,6.24,21.15,13.36
1301.75,-,20.96,13.48
1254.25,-,22.06,12.81
1204.5,-,13.47,20.97
1213.0,-,14.34,19.7
1142.0,-,19.79,14.28
1134.25,-,13.97,20.22
1137.0,-,13.15,21.49
1157.25,5.44,15.4,18.34
1181.75,6.23,17.25,16.38
1224.75,6.23,14.69,19.22
1238.75,11.26,12.76,22.14
1262.25,6.26,11.97,23.59
1296.0,6.77,13.39,21.09
1304.25,6.12,15.82,17.85
1329.5,5.94,16.13,17.51
1349.0,5.94,15.7,18
1365.5,6.73,16.84,16.77
1380.75,6.83,17.09,16.53
1377.0,6.83,20.71,13.64
1377.5,6.83,19.98,14.14
1351.75,-,18.12,15.59
1338.25,-,20.68,13.66
1254.0,-,23.18,12.19
1169.0,-,13.71,20.61
1106.5,-,13.54,20.86
1108.75,-,13.5,20.92
1062.5,-,13.91,20.31
849.75,-,21.43,13.18
873.0,-,23.7,11.92
869.5,-,23.48,12.03
875.0,-,23.8,11.87
870.5,-,22.1,12.78
868.75,-,20.47,13.8
869.0,-,20.14,14.02
871.25,-,16.7,16.92
873.5,-,13.68,20.65
876.5,-,11.13,25.38
856.0,-,10.28,27.48
873.5,-,8.6,32.87
865.5,-,8.0,35.31
869.5,-,7.62,37.09
860.5,-,6.25,45.21
844.0,-,3.21,87.93
747.75,-,2.69,105.07
843.0,-,2.49,113.29
779.5,-,2.61,108.18
910.75,1.11,2.21,127.55
852.25,4.96,3.47,81.5
904.5,4.96,4.64,60.85
1084.25,1.17,3.85,73.29
1433.0,11.36,3.34,84.5
927.0,11.36,7.02,40.22
1068.75,11.36,7.33,38.54
1141.0,9.37,7.43,38.01
1313.25,8.88,6.29,44.92
1427.75,13.39,5.09,55.55
1230.75,3.42,7.91,35.71
1116.25,3.73,11.78,23.98
1123.25,3.73,13.82,20.44
1087.0,3.73,15.69,18.01
1026.25,-,13.22,21.37
984.5,-,13.53,20.89
928.5,-,13.96,20.23
851.0,-,14.44,19.56
798.0,-,14.6,19.35
794.25,-,9.46,29.85
845.75,2.75,8.94,31.61
879.0,5.66,8.65,32.64
981.25,6.51,8.8,32.1
979.5,3.8,12.21,23.13
991.75,3.8,11.76,24.02
1082.5,3.8,10.14,27.87
1141.25,15.47,10.52,26.86
1222.25,8.23,11.56,24.44
1240.0,8.23,13.0,21.73
1244.25,8.23,14.38,19.65
1247.25,-,13.32,21.21
1211.75,-,14.55,19.41
1193.75,-,9.39,30.08
1281.75,12.47,9.85,28.68
1349.25,12.47,8.11,34.83
1447.75,9.24,7.28,38.83
1551.5,18.37,6.62,42.67
1590.25,10.11,8.45,33.44
1721.0,23.42,6.16,45.83
1241.75,23.42,15.7,18
1376.0,23.42,16.28,17.35
1390.75,-,15.61,18.1
1424.25,-,14.84,19.04
1442.25,5.7,15.42,18.32
1472.0,5.89,15.69,18.01
1523.75,12.5,8.99,31.44
1568.25,12.5,7.83,36.09
1289.5,5.7,17.09,16.52
1273.0,5.7,14.55,19.41
1280.5,5.7,15.48,18.24
1278.5,-,16.89,16.73
1275.0,-,19.18,14.73
1242.0,-,13.88,20.35
1270.75,-,11.47,24.62
1320.25,12.25,10.98,25.72
1354.5,13.5,10.31,27.41
1032.5,13.5,19.09,14.8
1346.5,13.5,18.9,14.95
1325.25,-,18.16,15.56
1343.0,-,15.8,17.88
1336.0,-,16.75,16.87
1354.5,6.37,16.05,17.6
1404.5,6.37,18.05,15.65
1355.75,6.37,18.3,15.44
1350.0,-,19.33,14.61
1314.5,-,21.97,12.86
1197.0,-,14.76,19.14
1216.25,-,13.41,21.06
1233.0,12.18,13.51,20.91
1279.25,5.89,14.18,19.92
1300.0,12.25,15.0,18.83
1333.75,6.27,15.26,18.51
1363.5,6.27,16.37,17.26
1369.5,6.02,16.58,17.04
1386.0,6.89,16.7,16.92
1386.0,6.99,19.3,14.64
1364.25,6.99,21.07,13.41
1386.25,6.99,18.95,14.9
1383.75,7.01,18.87,14.97
1386.5,7.01,19.27,14.66
1385.75,7.01,19.11,14.78
1393.75,5.65,17.98,15.71
1390.0,5.65,19.32,14.62
1372.75,5.65,21.88,12.91
1359.75,-,22.52,12.54
1346.0,-,19.91,14.19
1345.0,-,18.53,15.25
1346.5,-,18.68,15.12
1352.75,-,19.64,14.38
1342.75,-,21.48,13.15
1337.75,-,21.45,13.17
1331.25,-,21.05,13.42
1309.75,-,19.89,14.2
1307.75,-,19.46,14.51
1313.75,-,18.95,14.91
1306.25,-,18.83,15
1321.75,5.62,16.43,17.19
1340.5,5.62,17.05,16.57
1347.0,6.75,17.25,16.38
1359.5,6.75,12.7,22.25
1369.0,6.75,17.79,15.88
1358.25,6.48,17.9,15.78
1379.5,6.48,17.37,16.26
1383.0,6.48,15.97,17.69
1400.0,6.14,16.02,17.63
1399.0,6.14,16.84,16.78
1412.5,6.14,12.6,22.41
1426.25,6.74,14.58,19.37
1437.5,6.74,17.41,16.23
1441.75,6.74,18.43,15.32
1446.25,6.84,19.42,14.55
1462.75,6.84,17.16,16.46
1464.5,6.84,18.33,15.41
1475.0,7.38,19.67,14.36
1483.75,7.38,19.06,14.82
1479.75,7.38,19.36,14.59
1473.0,-,21.62,13.06
1468.25,-,19.89,14.2
1454.25,-,20.88,13.53
1432.75,-,22.27,12.68
1410.5,-,21.86,12.92
1395.0,-,21.96,12.86
1390.5,-,21.88,12.91
1357.5,-,21.97,12.86
1329.5,-,21.97,12.86
1314.0,-,22.42,12.6
1304.0,-,18.98,14.89
1304.5,-,17.77,15.9
1296.25,-,18.98,14.89
1289.75,-,19.92,14.18
1254.25,-,21.75,12.98
1229.25,-,14.2,19.89
1198.75,-,19.18,14.73
1172.75,-,20.0,14.13
1172.5,6.23,20.08,14.07
1180.25,6.23,19.51,14.48
1191.25,6.23,17.05,16.57
1212.5,13.06,16.05,17.6
1228.0,13.06,16.58,17.04
1252.75,5.9,17.15,16.47
1273.0,5.9,19.61,14.41
1249.25,5.9,18.46,15.3
1269.25,6.05,18.11,15.6
1280.5,6.05,20.26,13.94
1278.25,6.05,20.22,13.97
1277.25,6.05,21.6,13.08
1284.0,-,20.55,13.74
1262.25,-,22.17,12.74
1236.75,-,22.65,12.47
1218.5,-,22.2,12.72
1199.25,-,21.4,13.2
1175.5,-,22.27,12.68
1169.75,-,22.45,12.58
1150.25,-,21.64,13.05
1127.5,-,21.88,12.91
1133.75,-,21.5,13.14
1091.25,-,21.94,12.87
1084.25,-,19.52,14.47
1039.5,-,14.27,19.8
944.0,-,13.88,20.36
854.0,-,20.83,13.56
878.0,-,22.98,12.29
1128.0,-,12.96,21.79
1090.75,-,11.09,25.47
1085.0,-,14.22,19.87
1081.75,3.33,12.62,22.38
1031.75,3.33,17.22,16.4
1022.0,3.33,15.61,18.1
998.5,-,16.16,17.48
945.5,-,18.6,15.18
848.0,-,18.4,15.35
965.5,-,17.13,16.49
850.5,-,15.83,17.85
934.75,-,12.37,22.83
948.0,-,11.24,25.12
1048.75,-,7.46,37.85
1093.25,5.22,5.93,47.63
1281.75,12.56,5.5,51.34
1177.5,6.37,9.13,30.96
1017.0,6.37,8.32,33.96
1161.5,10.6,8.02,35.24
1255.75,12.4,8.96,31.52
1312.75,8.24,9.2,30.7
1403.75,13.47,7.54,37.47
1574.0,15.4,6.44,43.86
1203.5,15.4,11.37,24.84
1291.0,15.4,9.57,29.52
1347.0,10.71,11.78,23.98
1379.5,10.65,12.97,21.77
1399.5,6.62,13.13,21.52
1493.0,10.43,8.57,32.95
1203.75,10.43,15.86,17.82
1207.75,10.43,15.5,18.22
1232.25,4.85,15.52,18.2
1251.5,4.85,16.52,17.1
1267.75,5.62,16.0,17.65
1286.75,6.34,15.48,18.24
1294.0,5.81,14.34,19.7
1320.0,5.81,14.99,18.84
1311.75,5.81,16.41,17.22
1324.0,-,16.62,16.99
1319.75,5.93,16.51,17.11
1314.75,5.93,19.58,14.43
1313.25,5.93,19.41,14.56
1310.0,-,19.78,14.28
1306.75,-,18.81,15.02
1313.5,-,18.83,15
1305.25,-,19.55,14.45
1304.75,-,20.45,13.81
1284.5,-,20.88,13.53
1277.25,-,17.72,15.94
1264.0,-,21.99,12.85
1190.0,-,14.8,19.09
1147.25,-,13.48,20.95
1121.0,-,13.63,20.73
1065.0,-,13.59,20.79
1029.25,-,13.93,20.28
1048.5,-,13.74,20.55
1085.75,10.79,14.3,19.76
1111.25,5.18,16.7,16.92
1116.75,5.3,18.77,15.05
1126.5,5.3,17.78,15.89
1154.5,5.41,17.32,16.31
1167.0,5.41,15.53,18.19
1192.0,6.28,15.6,18.1
1218.0,5.3,16.03,17.63
1231.0,5.77,16.74,16.87
1251.75,6.25,17.42,16.21
1269.5,6.01,16.83,16.78
1273.75,6.01,17.24,16.39
1287.25,6.01,16.93,16.68
1299.75,6.48,16.45,17.17
1302.75,6.48,16.95,16.66
1296.75,6.48,17.6,16.05
1290.5,6.48,15.91,17.76
1290.5,6.13,15.9,17.77
1298.0,6.13,12.65,22.34
1292.75,6.13,14.17,19.94
1297.0,-,12.16,23.24
1290.0,-,12.44,22.7
1302.0,-,11.01,25.66
1291.0,5.54,12.78,22.11
1297.5,5.54,11.57,24.42
1297.5,5.54,11.51,24.54
1296.5,5.8,12.59,22.44
1311.25,5.8,11.59,24.37
1307.75,5.8,12.62,22.38
1318.75,-,14.41,19.61
1320.25,-,16.71,16.91
1317.5,6.62,18.06,15.64
1313.25,6.62,18.97,14.89
1317.5,6.62,18.9,14.95
1321.5,-,19.28,14.65
1333.5,-,18.9,14.95
1345.75,6.74,18.76,15.06
1345.0,6.74,21.28,13.27
1339.0,6.74,21.18,13.34
1353.5,-,21.39,13.2
1308.0,-,14.02,20.14
1286.0,-,16.57,17.04
1316.5,6.63,17.94,15.74
1341.25,6.6,18.87,14.97
1374.25,6.6,20.07,14.07
1393.75,6.23,19.62,14.4
1380.5,7.94,20.99,13.46
1421.75,7.94,20.04,14.09
1413.75,6.61,20.61,13.7
1426.0,7.12,18.62,15.17
1425.75,7.12,17.37,16.27
1427.25,7.12,18.61,15.18
1429.75,-,18.36,15.39
1440.75,-,18.7,15.11
1408.75,-,20.23,13.96
1402.0,-,21.75,12.99
1382.0,-,20.93,13.5
1375.5,-,19.55,14.45
1375.75,-,20.49,13.79
1375.25,-,17.81,15.86
1385.5,-,17.33,16.3
1384.0,-,19.84,14.24
1378.25,-,20.78,13.6
1377.5,-,21.49,13.14
1361.0,-,20.24,13.96
1362.25,6.83,16.82,16.8
1370.5,6.83,17.95,15.73
1371.25,6.83,18.64,15.16
1373.25,-,18.54,15.24
1371.75,-,18.23,15.5
1367.5,6.89,18.59,15.2
1370.25,6.89,18.52,15.26
1360.5,6.89,19.45,14.52
1361.5,-,19.03,14.84
1365.75,-,19.25,14.67
1356.75,6.5,18.32,15.42
1338.75,6.5,19.71,14.33
1339.25,6.5,13.4,21.07
1348.5,-,15.11,18.69
1362.0,6.05,15.77,17.91
1375.0,6.86,16.59,17.02
1381.0,6.86,17.56,16.09
1389.5,6.86,17.42,16.21
1416.0,13.32,12.0,23.53
1436.0,13.32,12.63,22.36
1429.25,13.32,15.55,18.17
1452.25,8.09,16.74,16.87
1461.25,8.09,16.78,16.83
1478.25,7.33,17.29,16.33
1483.75,7.33,17.07,16.54
1481.5,7.33,18.69,15.11
1475.0,7.33,19.65,14.38
1473.5,-,19.28,14.65
1473.0,-,18.64,15.15
1473.75,-,18.09,15.62
1468.75,-,12.3,22.97
1488.0,-,10.42,27.12
1489.75,6.71,12.84,22
1491.25,6.71,10.39,27.19
1481.0,6.71,9.82,28.78
1446.5,6.71,11.91,23.72
1442.75,-,10.67,26.46
1441.25,-,13.47,20.97
1441.0,-,12.14,23.27
1427.0,-,10.86,26.01
1425.0,-,10.99,25.7
1388.25,-,15.71,17.99
1368.5,-,13.35,21.16
1355.75,-,18.48,15.29
1351.5,-,18.45,15.31
1357.5,-,16.6,17.02
1367.25,6.47,16.84,16.77
1363.5,6.47,18.24,15.49
1341.5,6.47,22.42,12.6
1312.0,6.47,23.54,12
1296.25,-,23.56,11.99
1269.75,-,14.03,20.13
1246.5,-,13.31,21.22
1238.0,-,13.09,21.58
1223.0,-,13.16,21.47
1223.0,-,13.34,21.18
1219.5,6.15,13.13,21.51
1205.25,6.15,13.5,20.93
1197.5,6.15,13.25,21.32
1202.25,-,13.31,21.22
1194.25,-,13.37,21.13
1198.25,-,13.39,21.1
1204.75,-,19.57,14.44
1221.75,-,21.06,13.42
1212.0,-,20.98,13.46
1210.75,-,21.32,13.25
1187.25,-,21.71,13.01
1183.25,-,21.37,13.22
1170.25,-,21.26,13.29
1127.75,-,21.84,12.93
1103.0,-,22.23,12.71
1010.75,-,21.96,12.86
829.75,-,24.69,11.44
861.25,-,11.17,25.28
1154.5,4.62,10.87,25.99
1198.0,8.73,11.69,24.16
1218.5,8.73,9.39,30.07
1299.25,9.68,9.03,31.28
1343.5,16.46,10.02,28.18
1318.25,16.46,13.1,21.56
1324.75,16.46,16.41,17.21
1348.0,-,11.07,25.51
1393.5,5.07,9.43,29.95
1394.5,9.77,11.23,25.15
1392.75,9.77,9.57,29.51
1397.5,9.77,11.4,24.77
1405.5,-,11.8,23.93
1406.75,-,11.22,25.17
1378.0,-,14.1,20.03
1375.25,-,14.25,19.82
1360.0,-,11.03,25.61
1362.5,-,13.88,20.35
1369.75,-,13.54,20.86
1354.25,-,13.91,20.3
1282.5,-,18.12,15.59
1263.5,-,17.59,16.06
1197.0,-,17.36,16.27
1220.75,-,16.24,17.39
1154.25,-,17.25,16.38
1134.0,-,16.23,17.4
1105.25,-,17.68,15.98
1001.75,-,19.07,14.81
857.5,-,21.29,13.27
965.75,-,16.15,17.5
976.25,-,11.67,24.2
1047.75,8.22,10.74,26.3
1086.75,7.81,9.43,29.95
